Signor	O
Presidente	O
,	O
colleghi	O
,	O
siamo	O
a	O
un	O
appuntamento	O
importante	O
che	O
la	O
Camera	O
ha	O
già	O
avuto	O
modo	O
di	O
approvare	O
,	O
peraltro	O
con	O
un	O
dibattito	O
intenso	O
e	O
importante	O
,	O
e	O
il	O
Senato	O
oggi	O
conclude	O
questo	O
percorso	O
significativo	O
per	O
la	O
storia	O
delle	O
donne	O
,	O
non	O
solo	O
italiane	O
,	O
e	O
della	O
loro	O
aspirazione	O
alla	O
parità	O
e	O
all'	O
emancipazione	O
vera	O
.	O

Il	O
preambolo	O
di	O
questa	O
Convenzione	O
riconosce	O
e	O
individua	O
la	O
grande	O
importanza	O
del	O
tema	O
della	O
violenza	O
,	O
quella	O
contro	O
le	O
donne	O
,	O
come	O
una	O
manifestazione	O
dei	O
rapporti	O
di	O
forza	O
storicamente	O
diseguali	O
tra	O
i	O
sessi	O
,	O
ed	O
aspira	O
a	O
creare	O
un'	O
Europa	O
libera	O
da	O
questa	O
violenza	O
.	O

Ha	O
ragione	O
il	O
collega	O
Nencini	O
,	O
che	O
prima	O
è	O
intervenuto	O
con	O
tanta	O
passione	O
e	O
con	O
riflessioni	O
molto	O
importanti	O
:	O
abbiamo	O
tanta	O
cura	O
e	O
attenzione	O
ai	O
numeri	O
dell'	O
Europa	O
e	O
alle	O
regole	O
dell'	O
Europa	O
,	O
ma	O
ci	O
dimentichiamo	O
spesso	O
dell'	O
Europa	O
dei	O
princìpi	O
e	O
dei	O
diritti	O
di	O
cittadinanza	O
.	O

La	O
Carta	O
di	O
Nizza	O
e	O
il	O
Trattato	O
di	O
Lisbona	O
,	O
che	O
il	O
collega	O
Nencini	O
ha	O
citato	O
,	O
sono	O
la	O
più	O
significativa	O
manutenzione	O
costituzionale	O
dell'	O
Europa	O
,	O
quella	O
che	O
ancora	O
dobbiamo	O
costruire	O
,	O
e	O
c'	O
è	O
tanta	O
modernità	O
e	O
attualità	O
nelle	O
analisi	O
del	O
tempo	O
-	O
quelle	O
che	O
prima	O
ricordava	O
Nencini	O
di	O
Dahrendorf	O
e	O
,	O
io	O
aggiungo	O
,	O
quelle	O
di	O
Jacques	O
Delors	O
-	O
sull'	O
Europa	O
libera	O
da	O
questa	O
violenza	O
.	O

Il	O
ministro	O
Cancellieri	O
ha	O
ragione	O
quando	O
afferma	O
in	O
modo	O
molto	O
semplice	O
che	O
la	O
violenza	O
sulle	O
donne	O
è	O
inaccettabile	O
in	O
una	O
società	O
civile	O
;	O
un	O
fenomeno	O
che	O
continua	O
a	O
crescere	B-ORI
in	O
Italia	O
,	O
spia	B-ONT
di	O
una	O
cultura	O
atavicamente	O
contro	O
il	O
femminile	O
.	O

È	O
proprio	O
da	O
qui	O
che	O
dobbiamo	O
partire	O
e	O
ripartire	O
,	O
e	O
lo	O
ha	O
sottolineato	O
benissimo	O
la	O
presidente	O
della	O
RAI	O
Anna	O
Maria	O
Tarantola	O
,	O
nell'	O
individuare	O
nello	O
sforzo	O
congiunto	O
nei	O
luoghi	O
di	O
lavoro	O
,	O
in	O
famiglia	O
e	O
attraverso	O
i	O
mezzi	O
di	O
comunicazione	O
forse	O
la	O
strada	O
da	O
intraprendere	O
.	O

Ormai	O
da	O
tempo	O
ci	O
si	O
interroga	O
infatti	O
su	O
quanto	O
la	O
rappresentazione	O
della	O
donna	O
attraverso	O
i	O
media	O
e	O
la	O
pubblicità	O
sia	O
determinante	O
nel	O
rafforzare	O
l'	O
idea	O
che	O
la	O
donna	O
sia	O
diventata	O
una	O
merce	O
e	O
il	O
suo	O
corpo	O
considerato	O
soltanto	O
a	O
livello	O
sessuale	O
e	O
,	O
come	O
tale	O
,	O
una	O
proprietà	O
.	O

Il	O
CENSIS	O
,	O
nell'	O
ambito	O
del	O
progetto	O
«	O
Women	O
and	O
media	O
in	O
Europe	O
»	O
,	O
ha	O
realizzato	O
un'	O
indagine	O
sull'	O
immagine	O
della	O
donna	O
nella	O
televisione	O
italiana	O
,	O
e	O
da	O
questa	O
analisi	O
emerge	O
che	O
le	O
donne	O
,	O
nella	O
fascia	O
preserale	O
,	O
ricorrono	O
nella	O
nostra	O
televisione	O
pubblica	O
,	O
caro	O
presidente	O
Zavoli	O
,	O
soprattutto	O
nei	O
ruoli	O
di	O
attrici	O
per	O
il	O
56,3	O
per	O
cento	O
,	O
di	O
cantanti	O
per	O
il	O
25	O
per	O
cento	O
e	O
di	O
modelle	O
per	O
il	O
20	O
per	O
cento	O
.	O

L'	O
immagine	O
più	O
frequente	O
della	O
donna	O
,	O
quindi	O
,	O
è	O
quella	O
della	O
donna	O
di	O
spettacolo	O
,	O
mentre	O
,	O
nei	O
programmi	O
di	O
informazione	O
,	O
la	O
donna	O
compare	O
soprattutto	O
all'	O
interno	O
di	O
servizi	O
di	O
cronaca	O
nera	O
,	O
per	O
il	O
67,8	O
per	O
cento	O
,	O
o	O
in	O
vicende	O
drammatiche	O
in	O
cui	O
è	O
coinvolta	O
come	O
vittima	O
di	O
violenze	O
o	O
di	O
prevaricazioni	O
di	O
ogni	O
tipo	O
.	O

La	O
ricerca	O
ha	O
riguardato	O
l'	O
analisi	O
delle	O
leggi	O
,	O
i	O
codici	O
di	O
autoregolamentazione	O
e	O
le	O
buone	O
pratiche	O
riguardanti	O
gli	O
stereotipi	O
di	O
genere	O
,	O
attraverso	O
la	O
rilevazione	O
presso	O
le	O
Authority	O
e	O
le	O
principali	O
emittenti	O
televisive	O
europee	O
,	O
da	O
cui	O
emerge	O
che	O
la	O
