Signor	O
Presidente	O
,	O
con	O
questo	O
intervento	O
di	O
fine	O
seduta	O
continua	O
oggi	O
,	O
qui	O
in	O
Senato	O
,	O
la	O
staffetta	O
con	O
cui	O
,	O
insieme	O
a	O
tante	O
senatrici	O
e	O
a	O
tanti	O
senatori	O
,	O
ricordiamo	O
ogni	O
donna	O
che	O
viene	O
uccisa	O
per	O
mano	O
di	O
un	O
uomo	O
a	O
cui	O
è	O
o	O
è	O
stata	O
legata	O
da	O
relazione	O
amorosa	O
.	O

Lo	O
faremo	O
sino	O
a	O
che	O
sarà	O
necessario	O
ricordare	O
al	O
Parlamento	O
e	O
al	O
Paese	O
tutto	O
l'	O
urgenza	O
di	O
arginare	B-ORI
la	O
violenza	O
nei	O
confronti	O
delle	O
donne	O
.	O

Sono	O
ad	O
oggi	O
79	O
le	O
donne	O
che	O
abbiamo	O
ricordato	O
e	O
,	O
dal	O
2	O
luglio	O
,	O
data	O
del	O
nostro	O
ultimo	O
intervento	O
,	O
sono	O
state	O
uccise	O
altre	O
10	O
donne	O
.	O

Le	O
ricordo	O
:	O
il	O
31	O
luglio	O
Alba	O
Chiara	O
Baroni	O
,	O
di	O
ventiquattro	O
anni	O
,	O
è	O
stata	O
uccisa	O
in	O
provincia	O
di	O
Trento	O
dal	O
proprio	O
compagno	O
,	O
che	O
poi	O
si	O
è	O
suicidato	O
.	O

Sempre	O
31	O
luglio	O
a	O
Palmanova	O
,	O
in	O
provincia	O
di	O
Udine	O
,	O
Nadia	O
Orlando	O
,	O
di	O
ventuno	O
anni	O
,	O
è	O
stata	O
strangolata	O
dal	O
suo	O
fidanzato	O
,	O
che	O
ha	O
poi	O
vagato	O
tutta	O
la	O
notte	O
con	O
il	O
suo	O
corpo	O
accasciato	O
sul	O
sedile	O
del	O
passeggero	O
.	O

Il	O
4	O
agosto	O
a	O
Ferrara	O
,	O
Mariella	O
Mangolini	O
,	O
di	O
settantasette	O
anni	O
,	O
è	O
stata	O
uccisa	O
con	O
un	O
colpo	O
di	O
pistola	O
dal	O
marito	O
,	O
che	O
ha	O
poi	O
ucciso	O
allo	O
stesso	O
modo	O
il	O
figlio	O
di	O
quarantotto	O
anni	O
.	O

Il	O
17	O
agosto	O
,	O
a	O
Dogaletto	O
di	O
Mira	O
,	O
in	O
provincia	O
di	O
Venezia	O
,	O
Sabrina	O
Panzonato	O
,	O
di	O
cinquantadue	O
anni	O
,	O
dopo	O
essere	O
stata	O
ferita	O
con	O
una	O
coltellata	O
al	O
fianco	O
,	O
è	O
fuggita	O
in	O
strada	O
,	O
dove	O
l'	O
ha	O
raggiunta	O
il	O
marito	O
e	O
l'	O
ha	O
uccisa	O
con	O
un	O
colpo	O
alla	O
testa	O
,	O
per	O
poi	O
suicidarsi	O
.	O

La	O
coppia	O
lascia	O
soli	O
due	O
figli	O
.	O

Il	O
21	O
agosto	O
,	O
a	O
Bressanone	O
,	O
in	O
provincia	O
di	O
Bolzano	O
,	O
Marianna	O
Obrist	O
,	O
di	O
trentanove	O
anni	O
,	O
è	O
stata	O
uccisa	O
a	O
coltellate	O
dal	O
compagno	O
,	O
mentre	O
faceva	O
il	O
bagno	O
.	O

Laura	O
Pirri	O
,	O
di	O
trentuno	O
anni	O
,	O
è	O
invece	O
morta	O
in	O
ospedale	O
il	O
25	O
marzo	O
scorso	O
,	O
dopo	O
diciotto	O
giorni	O
di	O
agonia	O
,	O
per	O
ustioni	O
gravi	O
su	O
tutto	O
il	O
corpo	O
.	O

Ma	O
non	O
si	O
trattava	O
di	O
un	O
incidente	O
domestico	O
:	O
il	O
6	O
settembre	O
il	O
marito	O
è	O
stato	O
arrestato	O
con	O
l'	O
accusa	O
di	O
omicidio	O
,	O
per	O
avere	O
dato	O
fuoco	O
volontariamente	O
alla	O
moglie	O
,	O
come	O
ultimo	O
atto	O
di	O
una	O
lunga	O
serie	O
di	O
maltrattamenti	O
e	O
violenze	O
nei	O
suoi	O
confronti	O
.	O

Decisiva	O
è	O
stata	O
la	O
testimonianza	O
del	O
figlio	O
di	O
dieci	O
anni	O
.	O

Il	O
3	O
settembre	O
,	O
a	O
Specchia	O
,	O
in	O
provincia	O
di	O
Lecce	O
,	O
Noemi	O
Durini	O
,	O
di	O
sedici	O
anni	O
,	O
è	O
stata	O
uccisa	O
dal	O
fidanzato	O
di	O
diciassette	O
anni	O
.	O

Il	O
ragazzo	O
era	O
stato	O
denunciato	O
alla	O
procura	O
dalla	O
mamma	O
di	O
Noemi	O
per	O
violenze	O
nei	O
confronti	O
della	O
figlia	O
.	O

Erano	O
,	O
infatti	O
,	O
in	O
atto	O
due	O
procedimenti	O
,	O
uno	O
penale	O
e	O
uno	O
civile	O
,	O
nei	O
suoi	O
confronti	O
.	O

L'	O
8	O
settembre	O
,	O
il	O
gip	O
del	O
tribunale	O
di	O
Napoli	O
Nord	O
ha	O
convalidato	O
l'	O
arresto	O
dell'	O
ex	O
fidanzato	O
di	O
Alessandra	O
Madonna	O
,	O
di	O
ventiquattro	O
anni	O
,	O
accusato	O
di	O
averne	O
provocato	O
la	O
morte	O
,	O
trascinandola	O
con	O
l'	O
auto	O
nel	O
parco	O
in	O
cui	O
risiede	O
,	O
a	O
Mugnano	O
di	O
Napoli	O
.	O

Il	O
9	O
settembre	O
a	O
Donoratico	O
,	O
in	O
provincia	O
di	O
Cagliari	O
,	O
Joelle	O
Demontis	O
,	O
di	O
cinquantotto	O
anni	O
,	O
è	O
stata	O
uccisa	O
a	O
coltellate	O
nella	O
