Signor	O
Presidente	O
,	O
colleghi	O
,	O
vorrei	O
fare	O
una	O
premessa	O
prima	O
di	O
iniziare	O
il	O
mio	O
intervento	O
.	O

Riteniamo	O
che	O
,	O
in	O
un	O
contesto	O
come	O
quello	O
di	O
oggi	O
e	O
,	O
soprattutto	O
,	O
su	O
un	O
argomento	O
così	O
importante	O
come	O
quello	O
di	O
oggi	O
,	O
non	O
sia	O
corretta	O
la	O
strumentalizzazione	O
per	O
attacchi	O
politici	O
.	O

Il	O
MoVimento	O
5	O
Stelle	O
ha	O
sempre	O
condannato	O
fermamente	O
qualsiasi	O
tipo	O
di	O
atteggiamento	O
sessista	O
e	O
maschilista	O
a	O
danno	O
delle	O
donne	O
e	O
quindi	O
non	O
accettiamo	O
critiche	O
da	O
forze	O
politiche	O
che	O
forse	O
non	O
sempre	O
hanno	O
dimostrato	O
rispetto	O
delle	O
donne	O
.	O

Tuttavia	O
ci	O
fa	O
piacere	O
che	O
alcune	O
donne	O
si	O
siano	O
rese	O
conto	O
di	O
questa	O
cosa	O
.	O

Procedo	O
con	O
il	O
mio	O
intervento	O
.	O

In	O
occasione	O
della	O
giornata	O
contro	O
la	O
violenza	O
sulle	O
donne	O
,	O
che	O
ricorre	O
il	O
25	O
novembre	O
,	O
l'	O
ISTAT	O
ha	O
svolto	O
per	O
la	O
prima	O
volta	O
un'	O
indagine	O
sui	O
servizi	O
offerti	O
dai	O
centri	O
antiviolenza	O
in	O
Italia	O
.	O

I	O
dati	O
diffusi	O
dall'	O
Istat	O
sono	O
a	O
dir	O
poco	O
allarmanti	O
.	O

Nel	O
2017	O
,	O
quasi	O
50.000	O
donne	O
si	O
sono	O
rivolte	O
almeno	O
in	O
un'	O
occasione	O
ad	O
un	O
centro	O
antiviolenza	O
per	O
denunciare	O
molestie	O
,	O
maltrattamenti	O
,	O
insulti	O
,	O
aggressioni	O
o	O
peggio	O
.	O

Entrando	O
nel	O
dettaglio	O
dei	O
numeri	O
forniti	O
dall'	O
istituto	O
statistico	O
,	O
emerge	O
ad	O
esempio	O
che	O
su	O
un	O
totale	O
di	O
49.152	O
donne	O
,	O
che	O
nel	O
2017	O
si	O
sono	O
rivolte	O
ai	O
centri	O
finanziati	O
dalle	O
Regioni	O
,	O
il	O
59,47	O
per	O
cento	O
ha	O
iniziato	O
un	O
percorso	O
di	O
uscita	B-ORI
dalla	O
violenza	O
,	O
il	O
29,6	O
per	O
cento	O
delle	O
donne	O
è	O
straniera	O
e	O
il	O
73,6	O
per	O
cento	O
ha	O
figli	O
,	O
che	O
sono	O
minorenni	O
in	O
oltre	O
il	O
70	O
per	O
cento	O
dei	O
casi	O
.	O

Si	O
tratta	O
di	O
dati	O
inquietanti	O
,	O
tanto	O
più	O
se	O
incrociati	O
con	O
quelli	O
diffusi	O
dall'	O
Eures	O
,	O
secondo	O
il	O
quale	O
nei	O
primi	O
dieci	O
mesi	O
del	O
2018	O
in	O
Italia	O
ci	O
sono	O
stati	O
106	O
femminicidi	O
,	O
uno	O
ogni	O
tre	O
giorni	O
.	O

I	O
centri	O
forniscono	O
in	O
prevalenza	O
servizi	O
di	O
ascolto	O
e	O
accoglienza	O
,	O
supporto	O
legale	O
,	O
orientamento	O
e	O
accompagnamento	O
ad	O
altri	O
servizi	O
,	O
supporto	O
psicologico	O
,	O
aiuto	O
nel	O
corso	O
di	O
allontanamento	O
dal	O
partner	O
violento	O
,	O
orientamento	O
lavorativo	O
e	O
sostegno	O
all'	O
autonomia	O
:	O
in	O
alcuni	O
casi	O
,	O
il	O
servizio	O
è	O
fornito	O
direttamente	O
dal	O
centro	O
;	O
in	O
altri	O
,	O
in	O
collaborazione	O
con	O
i	O
servizi	O
sul	O
territorio	O
;	O
in	O
altri	O
ancora	O
,	O
il	O
centro	O
assolve	O
la	O
funzione	O
di	O
indirizzamento	O
.	O

Continuando	O
a	O
leggere	O
i	O
dati	O
forniti	O
dalla	O
relazione	O
dell'	O
ISTAT	O
,	O
si	O
scopre	O
che	O
la	O
maggiore	O
parte	O
dei	O
centri	O
(	O
quindi	O
l'	O
85,8	O
per	O
cento	O
)	O
lavora	O
in	O
rete	O
con	O
altri	O
enti	O
del	O
territorio	O
e	O
che	O
quasi	O
tutti	O
(	O
il	O
95,3	O
per	O
cento	O
)	O
aderiscono	O
al	O
numero	O
verde	O
nazionale	O
1522	O
contro	O
la	O
violenza	O
e	O
lo	O
stalking	O
.	O

Sono	O
circa	O
4.400	O
le	O
operatici	O
che	O
nel	O
2017	O
hanno	O
lavorato	O
presso	O
i	O
centri	O
antiviolenza	O
,	O
il	O
56,1	O
per	O
cento	O
delle	O
quali	O
è	O
stato	O
impegnato	O
esclusivamente	O
in	O
forma	O
volontaria	O
.	O

Le	O
figure	O
professionali	O
presenti	O
nei	O
centri	O
sono	O
operatrici	O
specificamente	O
formate	O
.	O

Il	O
93	O
per	O
cento	O
dei	O
centri	O
antiviolenza	O
prevede	O
una	O
formazione	O
obbligatoria	O
e	O
nell'	O
85	O
per	O
cento	O
dei	O
casi	O
è	O
il	O
centro	O
stesso	O
ad	O
aver	O
organizzato	O
i	O
corsi	O
di	O
formazione	O
per	O
il	O
personale	O
.	O

I	O
centri	O
antiviolenza	O
sono	O
nati	O
in	O
Italia	O
grazie	O
al	O
lavoro	O
del	O
movimento	O
delle	O
donne	O
e	O
all'	O
esperienza	O
dei	O
consultori	O
che	O
,	O
a	O
supporto	O
della	O
legge	O
sull'	O
interruzione	O
volontaria	O
di	O
gravidanza	O
