Signor	O
Presidente	O
,	O
con	O
questo	O
intervento	O
di	O
fine	O
seduta	O
continuo	O
oggi	O
al	O
Senato	O
una	O
staffetta	O
con	O
cui	O
,	O
assieme	O
a	O
tante	O
senatrici	O
e	O
tanti	O
senatori	O
,	O
ricordiamo	O
ogni	O
donna	O
che	O
viene	O
uccisa	O
per	O
mano	O
di	O
un	O
uomo	O
al	O
quale	O
è	O
o	O
è	O
stata	O
legata	O
da	O
relazione	O
amorosa	O
.	O

Giovedì	O
2	O
marzo	O
a	O
Iglesias	O
,	O
nel	O
Sud	O
della	O
Sardegna	O
,	O
una	O
donna	O
di	O
trentadue	O
anni	O
,	O
Federica	O
Madau	O
,	O
è	O
stata	O
uccisa	O
a	O
coltellate	O
dal	O
marito	O
.	O

Qualche	O
mese	O
prima	O
la	O
coppia	O
,	O
che	O
aveva	O
tre	O
bambine	O
di	O
quattro	O
,	O
sei	O
e	O
nove	O
anni	O
,	O
aveva	O
litigato	O
,	O
tanto	O
che	O
era	O
stato	O
necessario	O
l'	O
intervento	O
dei	O
carabinieri	O
.	O

La	O
donna	O
aveva	O
presentato	O
denuncia	O
per	O
percosse	O
e	O
i	O
coniugi	O
si	O
erano	O
separati	O
nel	O
mese	O
di	O
dicembre	O
.	O

Le	O
coltellate	O
inferte	O
sui	O
giovane	O
corpo	O
di	O
Federica	O
hanno	O
posto	O
tragicamente	O
fine	O
a	O
questa	O
storia	O
e	O
reso	O
orfane	O
tre	O
bambine	O
in	O
tenera	O
età	O
.	O

Salgono	O
così	O
a	O
40	O
le	O
donne	O
che	O
ricordiamo	O
in	O
questa	O
staffetta	O
,	O
iniziata	O
il	O
30	O
giugno	O
2016	O
;	O
già	O
sei	O
sono	O
le	O
donne	O
che	O
abbiamo	O
ricordato	O
nel	O
solo	O
2017	O
.	O

Sul	O
piano	O
legislativo	O
abbiamo	O
prodotto	O
dei	O
risultati	O
significativi	O
in	O
questo	O
periodo	O
,	O
prima	O
di	O
tutto	O
con	O
la	O
ratifica	O
della	O
Convenzione	O
di	O
Istanbul	O
e	O
,	O
in	O
attuazione	O
della	O
predetta	O
Convenzione	O
,	O
con	O
la	O
legge	O
n	O
.	O

119	O
del	O
2013	O
di	O
contrasto	B-STR
alla	O
violenza	O
di	O
genere	O
,	O
con	O
la	O
quale	O
il	O
nostro	O
Paese	O
ha	O
riconosciuto	O
la	O
violenza	O
sulle	O
donne	O
come	O
violazione	O
dei	O
diritti	O
umani	O
e	O
discriminazione	O
di	O
genere	O
.	O

Ma	O
le	O
leggi	O
,	O
anche	O
le	O
migliori	O
,	O
da	O
sole	O
non	O
bastano	O
;	O
serve	O
molto	O
di	O
più	O
.	O

E	O
questo	O
Senato	O
,	O
proprio	O
per	O
maggiore	O
approfondimento	O
di	O
cause	O
e	O
rimedi	O
,	O
ha	O
deliberato	O
l'	O
istituzione	O
di	O
una	O
Commissione	O
d'	O
inchiesta	O
che	O
spero	O
sia	O
avviata	O
con	O
sollecitudine	O
.	O

Un	O
monito	O
ad	O
un	O
maggiore	O
impegno	O
ci	O
è	O
pervenuto	O
nei	O
giorni	O
scorsi	O
da	O
una	O
sentenza	O
della	O
Corte	O
europea	O
dei	O
diritti	O
dell'	O
uomo	O
.	O

Con	O
la	O
sentenza	O
Talpis	O
contro	O
Italia	O
del	O
2	O
marzo	O
2017	O
la	O
Corte	O
ha	O
infatti	O
condannato	O
l'	O
Italia	O
per	O
la	O
violazione	O
degli	O
articoli	O
2	O
(	O
diritto	O
alla	O
vita	O
)	O
,	O
3	O
(	O
divieto	O
di	O
trattamenti	O
inumani	O
o	O
degradanti	O
)	O
e	O
14	O
(	O
divieto	O
di	O
discriminazione	O
)	O
della	O
Convenzione	O
europea	O
per	O
la	O
salvaguardia	O
dei	O
diritti	O
dell'	O
uomo	O
e	O
delle	O
libertà	O
fondamentali	O
(	O
CEDU	O
)	O
,	O
sul	O
presupposto	O
che	O
le	O
autorità	O
italiane	O
,	O
omettendo	O
di	O
agire	O
tempestivamente	O
dinanzi	O
alla	O
denuncia	O
della	O
ricorrente	O
-	O
vittima	O
di	O
violenza	O
domestica	O
-	O
e	O
di	O
condurre	O
diligentemente	O
il	O
relativo	O
procedimento	O
penale	O
,	O
hanno	O
determinato	O
una	O
situazione	O
di	O
impunità	O
,	O
che	O
ha	O
favorito	O
la	O
reiterazione	O
delle	O
condotte	O
violente	O
,	O
fino	O
a	O
condurre	O
,	O
nel	O
novembre	O
del	O
2013	O
,	O
al	O
tentativo	O
di	O
omicidio	O
della	O
ricorrente	O
Talpis	O
,	O
cittadina	O
moldava	O
trasferitasi	O
con	O
la	O
famiglia	O
in	O
Italia	O
nel	O
2011	O
,	O
e	O
all'	O
omicidio	O
di	O
uno	O
dei	O
suoi	O
due	O
figli	O
.	O

Proprio	O
questo	O
omicidio	O
ha	O
dato	O
forza	O
alla	O
donna	O
di	O
fare	O
causa	O
all'	O
Italia	O
.	O

Secondo	O
la	O
decisione	O
,	O
in	O
materia	O
di	O
violenza	O
domestica	O
il	O
compito	O
dello	O
Stato	O
non	O
si	O
esaurisce	O
nella	O
mera	O
adozione	O
di	O
disposizioni	O
di	O
legge	O
che	O
tutelino	O
i	O
soggetti	O
maggiormente	O
vulnerabili	O
,	O
ma	O
deve	O
estendersi	O
ad	O
assicurare	O
che	O
la	O
protezione	O
di	O
tali	O
soggetti	O
sia	O
effettiva	O
.	O

Nel	O
caso	O
Talpis	O
il	O
ritardo	O
delle	O
autorità	O
procedenti	O
ha	O
non	O
